","A) Procuring, inducing Children for the sake of prostitution (Sec. 5)",B) Detaining a person in premises where prostitution is carried on (Sec. 6),C) Others,,,,"Cyber Crimes/ Information Technology Act (Col.67+Col.68)
",A) Publishing or Transmitting of material depicting children in sexually explicit act,B) Other Cyber Crimes against Children,,,
,,"Murder (Sec.302 IPC) (Col.4+Col.5)
",Murder with Rape/POCSO,Other Murder,,,,,,,,,Kidnapping and Abduction (Sec. 363 IPC) (Col.15+Col.16),A) Missing Children Deemed as Kidnapped,B) Other Kidnapping & Abduction,,,,,,,,,,,,,,,,,,,,,,Section 4 & 6 of POCSO Act or POCSO Act  (Section 4 & 6) r/w Section 376 IPC (Total)  (Col.39+Col.40),A) Girls,B) Boys,"Section 8 & 10 of POCSO Act or POCSO Act (Section 8 & 10)  r/w Section 354 IPC (Total)(Col.42+Col.43)
",A) Girls,B) Boys,"Section 12 of POCSO Act or POCSO Act (Section 12) r/w Section 509 IPC (Total) (Col.45+Col.46)
",A) Girls,B) Boys,"Section 14 & 15 of POCSO Act (Total) (Col.48+Col.49)
",A) Girls,B) Boys,"POCSO Act  r/w Section 377 IPC (Total) (Col.51+ Col.52)
",A) Girls,B) Boys,"Sections 17 to 22 of POCSO Act (Col.54+Col.55)
",A) Girls,B) Boys,,,,,,,,,,,,,,,,
8,Bikaner,0,0,0,0,0,0,0,0,0,0,26,18,0,18,0,0,1,0,0,0,7,0,0,0,0,0,0,0,50,0,28,0,5,109,19,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,17,17,0,6,0,6,0,0,0,0,1,0,0,0,0,0,0,26,135
9,Bundi,0,0,0,0,0,0,0,0,0,0,48,11,0,11,0,0,0,0,0,0,37,0,0,0,0,0,0,0,13,0,25,0,0,86,14,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,12,12,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,21,107
10,Chittorgarh,1,0,1,1,0,0,0,1,0,0,51,46,0,46,0,0,0,0,0,0,5,0,0,0,0,0,0,0,25,0,27,0,80,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,8,194
11,Churu,0,0,0,0,0,0,0,0,0,0,11,5,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,26,9,15,0,34,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
12,Dausa,1,0,1,1,0,0,0,0,0,0,14,9,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,16,0,9,0,6,47,4,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51
13,Dholpur,0,0,0,0,0,2,1,2,0,0,36,29,0,29,0,0,1,2,0,0,4,0,0,0,0,0,0,0,27,0,42,0,2,112,19,0,0,0,0,0,0,0,0,0,17,17,0,2,0,2,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,23,135
14,Dungarpur,3,0,3,0,0,0,0,5,0,0,153,0,0,0,0,0,0,148,0,0,5,0,0,0,0,0,0,0,36,1,6,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,53,0,0,0,0,0,0,0,0,0,0,0,53,257
15,GRP Ajmer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
16,GRP Jodhpur,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
17,Ganganagar,0,0,0,0,0,1,1,5,0,0,106,77,77,0,0,0,0,7,0,0,22,0,0,0,0,0,0,0,38,6,48,0,13,218,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,230
18,Hanumangarh,4,1,3,0,1,0,0,2,0,0,63,45,0,45,0,0,0,3,0,0,15,0,0,0,0,0,0,0,53,5,31,0,11,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,182
19,Jaipur East,1,0,1,0,0,0,0,1,1,0,87,82,0,82,0,0,0,3,0,0,2,4,0,0,0,0,0,0,16,2,12,0,10,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,1,0,1,0,9,143
20,Jaipur North,0,0,0,0,0,0,0,0,0,0,66,42,42,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,15,0,10,0,28,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,0,0,0,0,0,0,0,0,0,0,0,64,183
21,Jaipur Rural,0,0,0,0,0,0,0,2,0,0,60,31,17,14,0,0,0,6,0,0,23,0,0,0,0,0,0,0,40,0,14,1,0,117,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,12,1,11,0,0,0,0,0,0,0,0,0,0,2,30,147
22,Jaipur South,1,0,1,0,0,0,0,1,0,0,118,41,41,0,0,0,0,7,0,0,70,0,0,0,0,0,0,0,23,2,14,1,10,170,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,15,185
23,Jaipur West,1,0,1,0,0,0,0,4,0,0,116,42,42,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,33,0,11,0,3,168,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,12,180
24,Jaisalmer,1,1,0,0,0,0,0,0,0,0,7,6,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,19,0,6,39,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,10,49
25,Jalore,0,0,0,0,0,0,0,8,0,0,12,2,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,1,0,1,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31
26,Jhalawar,1,1,0,0,1,0,2,2,0,0,138,137,65,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,6,74,0,2,274,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,33,307
27,Jhunjhunu,0,0,0,0,0,0,1,0,0,0,6,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,2,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
28,Jodhpur East,1,0,1,0,0,0,0,1,0,0,12,4,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,9,0,1,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,0,6,0,0,0,0,2,0,0,0,0,0,0,10,46
29,Jodhpur West,1,0,1,1,0,0,1,8,0,0,62,56,56,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,25,0,18,0,1,117,4,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,16,133
30,Jodhpur Rural,0,0,0,0,0,0,0,1,0,0,25,8,8,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,36,1,29,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,96
31,Karauli,3,0,3,0,0,0,0,3,0,0,28,18,0,18,0,0,0,1,0,0,9,0,0,0,0,0,0,0,29,0,16,0,7,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
32,Kota City,2,0,2,0,1,0,1,3,0,0,135,133,126,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27,1,38,0,4,212,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,11,0,11,0,0,0,0,1,1,0,0,0,0,0,17,229
33,Kota Rural,0,0,0,0,0,0,0,0,0,0,47,36,1,35,0,0,1,0,0,0,10,0,0,0,0,0,0,0,24,1,30,0,14,116,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,120
34,Nagaur,0,0,0,0,0,0,0,4,0,0,54,46,0,46,0,0,0,0,0,0,8,1,0,0,0,0,0,0,48,0,27,0,35,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,21,190
35,Pali,1,0,1,0,0,0,0,0,0,0,38,29,29,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,22,0,46,0,5,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,22,134
36,Pratapgarh,1,0,1,0,0,0,0,1,0,0,72,69,0,69,0,0,0,2,0,0,1,0,0,0,0,0,0,0,33,0,8,0,0,115,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,17,0,17,0,0,0,0,3,0,0,0,0,0,0,24,139
37,Rajsamand,2,0,2,0,0,1,0,0,0,0,105,89,89,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,19,1,16,0,4,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,7,155
38,Sawai Madhopur,0,0,0,0,0,0,0,4,0,0,8,7,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,7,51,0,16,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,4,4,0,0,18,132
39,Sikar,0,0,0,0,0,0,0,1,0,0,84,51,0,51,0,0,0,3,0,0,30,1,0,0,0,0,0,0,42,0,30,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,7,165
40,Sirohi,0,0,0,0,0,0,1,0,0,0,35,20,0,20,0,0,0,6,0,0,9,0,0,0,0,0,0,0,30,0,6,0,0,72,13,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,1,68,140
41,Tonk,1,0,1,0,0,0,0,3,0,0,35,34,0,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,32,0,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,106
42,Udaipur,2,0,2,0,0,0,1,5,0,0,243,220,91,129,0,0,0,20,0,0,3,8,0,0,0,0,0,0,68,1,20,0,26,374,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,73,0,0,0,0,0,0,0,0,0,0,0,77,451
43,Jaipur Metro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,SCRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
45,SOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,SSB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Jaipur Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Bhiwadi,0,0,0,0,0,0,1,1,0,0,96,87,0,87,0,0,0,0,9,0,0,0,0,0,0,0,0,0,51,10,13,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
,Total Districts ,37,4,33,6,4,4,10,91,4,0,2769,1871,908,963,0,0,5,398,11,0,484,16,0,0,0,0,0,0,1279,78,1015,9,432,5754,244,2,1,1,5,5,0,7,5,2,35,35,0,15,1,14,180,179,1,538,100,438,1,0,0,1,30,3,0,7,6,1,3,826,6580
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Sikkim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,East,0,0,0,0,0,0,3,0,0,1,21,20,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,32,48,38,38,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,80
2,North,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8
3,South,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,29,16,16,0,11,10,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,40
4,West,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,15,11,11,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19
,Total Districts ,0,0,0,0,0,0,4,0,0,1,31,30,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,9,49,98,70,70,0,24,23,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,147
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ariyalur,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,38,27,27,0,9,9,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,40,49
2,Chennai,7,1,6,1,4,4,0,1,22,5,12,5,5,0,1,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,59,236,155,152,3,60,58,2,16,16,0,3,2,1,2,2,0,0,0,0,6,0,6,0,0,0,0,0,1,0,4,4,0,0,247,306
3,Coimbatore,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,64,43,43,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,5,5,0,0,72,77
4,Coimbatore City,2,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,42,69,46,46,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,111
5,Cuddalore,1,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,150,173,107,79,79,0,23,23,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,280
6,Dharmapuri,1,0,1,0,0,0,0,0,0,0,7,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,46,68,58,58,0,7,7,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,114
7,Dindigul,1,0,1,1,0,0,0,0,1,0,5,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,56,68,109,81,80,1,23,23,0,2,2,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,112,180
8,Erode,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,84,48,48,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,85,93
9,Kanchipuram,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,32,32,0,5,5,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43
10,Kanyakumari,3,0,3,0,0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,99,59,59,0,25,25,0,13,13,0,2,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,102,141
11,Karur,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,23,22,1,6,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,33
12,Krishnagiri,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,49,40,40,0,7,6,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,57
13,Madurai,8,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,123,73,70,3,39,39,0,6,6,0,4,4,0,0,0,0,1,1,0,4,0,4,0,0,0,0,0,10,0,1,1,0,0,138,147
14,Madurai City,1,0,1,0,0,0,0,2,0,0,9,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,81,52,52,0,29,27,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,4,4,0,0,89,101
15,Nagapattinam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,46,46,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66
16,Namakkal,1,0,1,0,0,0,0,0,3,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,56,67,54,54,0,5,5,0,8,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,70,126
17,Nilgiris,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,64
18,Perambalur,2,0,2,0,1,4,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,36,30,30,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,39,69
19,Pudukottai,2,1,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,42,24,24,0,16,16,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,56
20,Ramnathapuram,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,92,51,51,0,30,30,0,9,9,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,95,97
21,Railway Chennai,0,0,0,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
22,Railway Trichy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
23,Salem,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,88,72,72,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,90,123
24,Salem City,3,0,3,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,67,48,48,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,73
25,Sivagangai,1,0,1,2,3,0,0,0,0,1,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,62,49,49,0,9,9,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,69,84
26,Thanjavur,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,54,41,41,0,8,8,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,2,62,80
27,Theni,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,95,64,59,5,17,17,0,13,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,104,107
28,Thirunelveli,0,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30,36,80,55,51,4,8,8,0,10,9,1,5,5,0,0,0,0,2,2,0,19,0,19,0,0,0,0,0,4,0,0,0,0,0,103,139
29,Thirunelveli City,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,24,23,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,38
30,Thiruvallur,1,0,1,0,0,1,0,0,0,0,3,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,56,56,0,4,4,0,12,12,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,77,82
31,Thiruvannamalai,0,0,0,0,1,1,0,0,1,0,17,1,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,76,64,64,0,6,6,0,4,4,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,77,107
32,Thiruvarur,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,1,2,19,61,46,46,0,8,8,0,7,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,64,83
33,Thoothukudi,6,0,6,1,2,1,0,0,6,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,58,125,92,90,2,23,23,0,8,8,0,2,2,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,2,0,0,0,0,0,131,189
34,Tiruppur,1,0,1,0,0,0,0,0,0,0,3,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,58,39,39,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,62
35,Tiruppur City,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,22,22,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,36,37
36,Trichy,6,0,6,0,2,1,0,0,21,0,11,0,0,0,0,0,0,1,0,0,10,3,0,0,0,0,0,0,0,0,3,0,12,59,90,75,75,0,9,9,0,5,5,0,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,99,158
37,Trichy City,1,0,1,0,0,0,0,0,0,0,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,36,24,23,1,6,6,0,6,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,41,46
38,Vellore,2,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,60,48,48,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,78
39,Villupuram,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,94,81,81,0,8,8,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,101,117
40,Virudhunagar,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,64,55,54,1,4,4,0,4,4,0,0,0,0,0,0,0,1,1,0,3,0,3,0,0,0,0,0,1,0,7,7,0,0,75,89
41,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
